2017, 9, 15, 14, 50, 25, 28	0.0	0.0
2017, 9, 15, 14, 51, 25, 140	87.5	28.5228602
2017, 9, 15, 14, 52, 25, 242	87.84	27.39672056
2017, 9, 15, 14, 53, 25, 338	87.8	25.9474488
2017, 9, 15, 14, 54, 25, 446	87.52	26.62413816
2017, 9, 15, 14, 55, 25, 557	87.18	25.5869416
2017, 9, 15, 14, 56, 25, 663	86.78	25.51680912
2017, 9, 15, 14, 57, 25, 769	86.7	25.9131092
2017, 9, 15, 14, 58, 25, 858	87.2	26.86238232
2017, 9, 15, 14, 59, 25, 945	87.66	25.87445664
2017, 9, 15, 15, 0, 26, 33	87.88	27.1349192
2017, 9, 15, 15, 1, 26, 173	87.84	25.54971888
2017, 9, 15, 15, 2, 26, 262	87.58	26.8309024
2017, 9, 15, 15, 3, 26, 351	87.18	26.5983776
2017, 9, 15, 15, 4, 26, 438	86.76	25.51465264
2017, 9, 15, 15, 5, 26, 530	86.68	26.81873704
2017, 9, 15, 15, 6, 26, 690	87.2	28.20509584
2017, 9, 15, 15, 7, 26, 780	87.7	24.88015528
2017, 9, 15, 15, 8, 26, 868	87.88	25.44742672
2017, 9, 15, 15, 9, 26, 955	87.8	25.26644648
2017, 9, 15, 15, 10, 27, 94	87.56	26.24719952
2017, 9, 15, 15, 11, 27, 181	87.16	25.30575536
2017, 9, 15, 15, 12, 27, 267	86.74	24.17840856
2017, 9, 15, 15, 13, 27, 394	86.68	24.7270452
2017, 9, 15, 15, 14, 27, 492	87.2	24.62620632
2017, 9, 15, 15, 15, 27, 592	87.74	25.2907772
2017, 9, 15, 15, 16, 27, 696	87.9	24.6069152
2017, 9, 15, 15, 17, 27, 792	87.86	24.07827288
2017, 9, 15, 15, 18, 27, 898	87.62	24.65412336
2017, 9, 15, 15, 19, 28, 125	87.24	23.74776888
2017, 9, 15, 15, 20, 28, 217	86.82	23.37148656
2017, 9, 15, 15, 21, 28, 332	86.66	23.58324352
2017, 9, 15, 15, 22, 28, 433	87.1	25.10332752
2017, 9, 15, 15, 23, 28, 532	87.66	23.17979424
2017, 9, 15, 15, 24, 28, 649	87.9	22.89863144
2017, 9, 15, 15, 25, 28, 754	87.84	21.8878752
2017, 9, 15, 15, 26, 28, 859	87.68	23.23773792
2017, 9, 15, 15, 27, 28, 962	87.3	21.87643648
2017, 9, 15, 15, 28, 29, 65	86.86	22.77990784
2017, 9, 15, 15, 29, 29, 196	86.6	23.65764208
2017, 9, 15, 15, 30, 29, 331	86.92	22.10174176
2017, 9, 15, 15, 31, 29, 459	87.6	23.63687424
2017, 9, 15, 15, 32, 29, 584	87.94	22.25771152
2017, 9, 15, 15, 33, 29, 711	87.96	22.25485184
2017, 9, 15, 15, 34, 29, 813	87.78	19.962162
2017, 9, 15, 15, 35, 29, 917	87.52	21.86284128
2017, 9, 15, 15, 36, 30, 22	87.12	21.58528824
2017, 9, 15, 15, 37, 30, 130	86.7	20.35562584
2017, 9, 15, 15, 38, 30, 236	86.74	19.79121408
2017, 9, 15, 15, 39, 30, 344	87.3	21.01515712
2017, 9, 15, 15, 40, 30, 452	87.78	21.79132584
2017, 9, 15, 15, 41, 30, 539	87.9	21.82205568
2017, 9, 15, 15, 42, 30, 625	87.8	21.11672264
2017, 9, 15, 15, 43, 30, 760	87.52	20.12242128
2017, 9, 15, 15, 44, 30, 939	87.24	20.19250688
2017, 9, 15, 15, 45, 31, 67	86.78	19.48935376
2017, 9, 15, 15, 46, 31, 154	86.66	20.76266144
2017, 9, 15, 15, 47, 31, 238	87.1	17.85047584
2017, 9, 15, 15, 48, 31, 343	87.68	19.11806416
2017, 9, 15, 15, 49, 31, 440	87.9	19.64098712
2017, 9, 15, 15, 50, 31, 540	87.86	20.6868096
2017, 9, 15, 15, 51, 31, 638	87.62	19.14455136
2017, 9, 15, 15, 52, 31, 737	87.26	20.20539888
2017, 9, 15, 15, 53, 31, 844	86.94	18.37625848
2017, 9, 15, 15, 54, 31, 931	71.74	12.37524344
2017, 9, 15, 15, 55, 32, 20	67.88	11.97395064
2017, 9, 15, 15, 56, 32, 215	68.92	12.58411728
2017, 9, 15, 15, 57, 32, 416	70.0	-2.30286112
2017, 9, 15, 15, 58, 32, 642	71.04	1.10716664
2017, 9, 15, 15, 59, 32, 730	72.04	7.82635984
2017, 9, 15, 16, 0, 32, 861	73.1	8.55745344
2017, 9, 15, 16, 1, 32, 979	74.34	14.00692528
2017, 9, 15, 16, 2, 33, 86	75.72	18.35049792
2017, 9, 15, 16, 3, 33, 202	77.04	21.16754056
2017, 9, 15, 16, 4, 33, 302	78.72	20.92217064
2017, 9, 15, 16, 5, 33, 404	80.38	20.86277368
2017, 9, 15, 16, 6, 33, 509	82.06	19.23967088
2017, 9, 15, 16, 7, 33, 612	83.7	22.34713512
2017, 9, 15, 16, 8, 33, 713	85.46	21.17468976
2017, 9, 15, 16, 9, 33, 821	87.1	19.77330592
2017, 9, 15, 16, 10, 33, 920	88.46	22.82142008
2017, 9, 15, 16, 11, 34, 19	89.2	25.53825672
2017, 9, 15, 16, 12, 34, 106	89.46	21.32920624
2017, 9, 15, 16, 13, 34, 245	89.48	25.6233908
2017, 9, 15, 16, 14, 34, 335	89.26	16.56572944
2017, 9, 15, 16, 15, 34, 425	88.8	18.15521928
2017, 9, 15, 16, 16, 34, 512	88.2	19.11520448
2017, 9, 15, 16, 17, 34, 602	87.56	24.37586712
2017, 9, 15, 16, 18, 34, 688	86.82	26.53187832
2017, 9, 15, 16, 19, 34, 775	86.22	25.4989244
2017, 9, 15, 16, 20, 34, 862	86.1	23.72200832
2017, 9, 15, 16, 21, 34, 949	86.28	22.60753008
2017, 9, 15, 16, 22, 35, 36	86.7	9.87871936
2017, 9, 15, 16, 23, 35, 125	87.38	22.61538248
2017, 9, 15, 16, 24, 35, 260	87.64	11.92812544
2017, 9, 15, 16, 25, 35, 377	87.56	24.51817136
2017, 9, 15, 16, 26, 35, 488	87.22	15.83395608
2017, 9, 15, 16, 27, 35, 612	86.76	33.35697344
2017, 9, 15, 16, 28, 35, 730	86.52	37.08604304
2017, 9, 15, 16, 29, 35, 847	86.68	23.5439112
2017, 9, 15, 16, 30, 35, 971	87.0	24.3865792
