0.010, -0.3000, 0.5336
0.020, -0.3000, 0.5206
0.030, -0.3000, 0.5730
0.040, -0.3000, 0.5652
0.050, -0.3000, 0.5133
0.060, -0.3000, 0.5466
0.070, -0.3000, 0.5298
0.080, -0.3000, 0.5418
0.090, -0.3000, 0.5405
0.100, -0.3000, 0.5483
0.110, -0.3000, 0.5611
0.120, -0.3000, 0.4955
0.130, -0.3000, 0.5112
0.140, -0.3000, 0.5404
0.150, -0.3000, 0.5077
0.160, -0.3000, 0.5594
0.170, -0.3000, 0.5461
0.180, -0.3000, 0.5537
0.190, -0.3000, 0.5433
0.200, -0.3000, 0.5224
0.210, -0.3000, 0.5520
0.220, -0.3000, 0.5668
0.230, -0.3000, 0.5419
0.240, -0.3000, 0.5230
0.250, -0.3000, 0.5695
0.260, -0.3000, 0.5394
0.270, -0.3000, 0.5296
0.280, -0.3000, 0.5609
0.290, -0.3000, 0.5555
0.300, -0.3000, 0.5431
0.310, -0.3000, 0.5780
0.320, -0.3000, 0.5518
0.330, -0.3000, 0.5760
0.340, -0.3000, 0.5532
0.350, -0.3000, 0.5499
0.360, -0.3000, 0.5709
0.370, -0.3000, 0.5403
0.380, -0.3000, 0.5283
0.390, -0.3000, 0.5695
0.400, -0.3000, 0.5224
0.410, -0.3000, 0.5831
0.420, -0.3000, 0.5666
0.430, -0.3000, 0.5128
0.440, -0.3000, 0.5401
0.450, -0.3000, 0.5171
0.460, -0.3000, 0.5649
0.470, -0.3000, 0.5310
0.480, -0.3000, 0.5648
0.490, -0.3000, 0.5188
0.500, 0.7000, 0.5054
0.510, 0.7000, 0.5323
0.520, 0.7000, 0.5251
0.530, 0.7000, 0.4811
0.540, 0.7000, 0.5140
0.550, 0.7000, 0.4737
0.560, 0.7000, 0.5134
0.570, 0.7000, 0.5325
0.580, 0.7000, 0.4988
0.590, 0.7000, 0.4969
0.600, 0.7000, 0.5324
0.610, 0.7000, 0.5535
0.620, 0.7000, 0.5180
0.630, 0.7000, 0.5410
0.640, 0.7000, 0.5019
0.650, 0.7000, 0.4572
0.660, 0.7000, 0.5274
0.670, 0.7000, 0.4802
0.680, 0.7000, 0.5435
0.690, 0.7000, 0.5315
0.700, 0.7000, 0.4571
0.710, 0.7000, 0.5462
0.720, 0.7000, 0.5150
0.730, 0.7000, 0.5669
0.740, 0.7000, 0.4987
0.750, 0.7000, 0.5173
0.760, 0.7000, 0.5347
0.770, 0.7000, 0.4866
0.780, 0.7000, 0.5393
0.790, 0.7000, 0.5229
0.800, 0.7000, 0.4981
0.810, 0.7000, 0.5273
0.820, 0.7000, 0.5315
0.830, 0.7000, 0.5032
0.840, 0.7000, 0.5353
0.850, 0.7000, 0.4973
0.860, 0.7000, 0.4985
0.870, 0.7000, 0.5262
0.880, 0.7000, 0.5183
0.890, 0.7000, 0.5071
0.900, 0.7000, 0.5126
0.910, 0.7000, 0.5219
0.920, 0.7000, 0.5113
0.930, 0.7000, 0.4876
0.940, 0.7000, 0.5147
0.950, 0.7000, 0.4886
0.960, 0.7000, 0.5431
0.970, 0.7000, 0.5113
0.980, 0.7000, 0.5432
0.990, 0.7000, 0.4932
1.000, 0.7000, 0.5314
1.010, 0.7000, 0.5291
1.020, 0.7000, 0.5075
1.030, 0.7000, 0.5237
1.040, 0.7000, 0.5128
1.050, 0.7000, 0.4962
1.060, 0.7000, 0.4895
1.070, 0.7000, 0.4922
1.080, 0.7000, 0.5391
1.090, 0.7000, 0.5541
1.100, 0.7000, 0.4735
1.110, 0.7000, 0.4936
1.120, 0.7000, 0.4875
1.130, 0.7000, 0.5325
1.140, 0.7000, 0.5135
1.150, 0.7000, 0.5172
1.160, 0.7000, 0.5589
1.170, 0.7000, 0.4690
1.180, 0.7000, 0.5022
1.190, 0.7000, 0.4815
1.200, 0.7000, 0.5387
1.210, 0.7000, 0.5345
1.220, 0.7000, 0.5295
1.230, 0.7000, 0.5209
1.240, 0.7000, 0.5301
1.250, 0.7000, 0.5071
1.260, 0.7000, 0.5356
1.270, 0.7000, 0.4939
1.280, 0.7000, 0.5180
1.290, 0.7000, 0.5290
1.300, 0.7000, 0.5307
1.310, 0.7000, 0.5110
1.320, 0.7000, 0.5118
1.330, 0.7000, 0.5018
1.340, 0.7000, 0.5342
1.350, 0.7000, 0.5175
1.360, 0.7000, 0.5119
1.370, 0.7000, 0.4811
1.380, 0.7000, 0.5213
1.390, 0.7000, 0.5454
1.400, 0.7000, 0.5103
1.410, 0.7000, 0.5172
1.420, 0.7000, 0.5120
1.430, 0.7000, 0.5041
1.440, 0.7000, 0.5237
1.450, 0.7000, 0.4667
1.460, 0.7000, 0.5076
1.470, 0.7000, 0.5087
1.480, 0.7000, 0.5121
1.490, 0.7000, 0.5445
1.500, 0.7000, 0.5013
1.510, 0.7000, 0.5382
1.520, 0.7000, 0.4868
1.530, 0.7000, 0.5373
1.540, 0.7000, 0.4997
1.550, 0.7000, 0.4852
1.560, 0.7000, 0.5491
1.570, 0.7000, 0.5252
1.580, 0.7000, 0.4989
1.590, 0.7000, 0.5343
1.600, 0.7000, 0.5150
1.610, 0.7000, 0.4991
1.620, 0.7000, 0.5172
1.630, 0.7000, 0.5543
1.640, 0.7000, 0.4875
1.650, 0.7000, 0.4996
1.660, 0.7000, 0.5026
1.670, 0.7000, 0.4981
1.680, 0.7000, 0.5106
1.690, 0.7000, 0.5304
1.700, 0.7000, 0.5097
1.710, 0.7000, 0.5033
1.720, 0.7000, 0.5182
1.730, 0.7000, 0.5354
1.740, 0.7000, 0.5047
1.750, 0.7000, 0.4647
1.760, 0.7000, 0.5186
1.770, 0.7000, 0.5192
1.780, 0.7000, 0.5508
1.790, 0.7000, 0.4800
1.800, 0.7000, 0.4785
1.810, 0.7000, 0.5108
1.820, 0.7000, 0.5239
1.830, 0.7000, 0.5261
1.840, 0.7000, 0.5010
1.850, 0.7000, 0.5251
1.860, 0.7000, 0.5144
1.870, 0.7000, 0.5197
1.880, 0.7000, 0.5387
1.890, 0.7000, 0.5305
1.900, 0.7000, 0.5042
1.910, 0.7000, 0.5361
1.920, 0.7000, 0.4837
1.930, 0.7000, 0.4898
1.940, 0.7000, 0.5122
1.950, 0.7000, 0.5031
1.960, 0.7000, 0.5491
1.970, 0.7000, 0.4985
1.980, 0.7000, 0.5166
1.990, 0.7000, 0.5288
2.000, 0.7000, 0.5447
2.010, 0.7000, 0.5330
2.020, 0.7000, 0.4638
2.030, 0.7000, 0.5324
2.040, 0.7000, 0.5250
2.050, 0.7000, 0.5146
2.060, 0.7000, 0.5373
2.070, 0.7000, 0.5261
2.080, 0.7000, 0.5323
2.090, 0.7000, 0.5110
2.100, 0.7000, 0.4958
2.110, 0.7000, 0.5198
2.120, 0.7000, 0.5018
2.130, 0.7000, 0.4998
2.140, 0.7000, 0.5356
2.150, 0.7000, 0.5176
2.160, 0.7000, 0.5206
2.170, 0.7000, 0.5324
2.180, 0.7000, 0.5405
2.190, 0.7000, 0.5414
2.200, 0.7000, 0.4882
2.210, 0.7000, 0.5282
2.220, 0.7000, 0.5019
2.230, 0.7000, 0.5009
2.240, 0.7000, 0.5230
2.250, 0.7000, 0.5081
2.260, 0.7000, 0.5118
2.270, 0.7000, 0.4961
2.280, 0.7000, 0.5264
2.290, 0.7000, 0.4847
2.300, 0.7000, 0.4947
2.310, 0.7000, 0.5030
2.320, 0.7000, 0.5416
2.330, 0.7000, 0.5036
2.340, 0.7000, 0.5464
2.350, 0.7000, 0.4930
2.360, 0.7000, 0.5032
2.370, 0.7000, 0.4977
2.380, 0.7000, 0.5383
2.390, 0.7000, 0.4989
2.400, 0.7000, 0.5351
2.410, 0.7000, 0.5192
2.420, 0.7000, 0.5415
2.430, 0.7000, 0.5234
2.440, 0.7000, 0.5363
2.450, 0.7000, 0.5046
2.460, 0.7000, 0.5235
2.470, 0.7000, 0.4963
2.480, 0.7000, 0.5263
2.490, 0.7000, 0.5308
2.500, 0.7000, 0.5382
