0.010, -0.3000, -15.0751
0.020, -0.3000, -12.6040
0.030, -0.3000, -11.5977
0.040, -0.3000, -11.5844
0.050, -0.3000, -12.1685
0.060, -0.3000, -12.9843
0.070, -0.3000, -13.7562
0.080, -0.3000, -14.4726
0.090, -0.3000, -15.0861
0.100, -0.3000, -15.5563
0.110, -0.3000, -15.3393
0.120, -0.3000, -15.0130
0.130, -0.3000, -15.2109
0.140, -0.3000, -15.4612
0.150, -0.3000, -15.7651
0.160, -0.3000, -15.8528
0.170, -0.3000, -16.0094
0.180, -0.3000, -16.1059
0.190, -0.3000, -16.2709
0.200, -0.3000, -16.3129
0.210, -0.3000, -16.3896
0.220, -0.3000, -16.3714
0.230, -0.3000, -16.4664
0.240, -0.3000, -16.3514
0.250, -0.3000, -16.2353
0.260, -0.3000, -16.1552
0.270, -0.3000, -16.0612
0.280, -0.3000, -16.0002
0.290, -0.3000, -15.9113
0.300, -0.3000, -15.8642
0.310, -0.3000, -15.7577
0.320, -0.3000, -15.7091
0.330, -0.3000, -15.4929
0.340, -0.3000, -15.5434
0.350, -0.3000, -15.4789
0.360, -0.3000, -15.4035
0.370, -0.3000, -15.2832
0.380, -0.3000, -15.1912
0.390, -0.3000, -15.0406
0.400, -0.3000, -14.9850
0.410, -0.3000, -14.9156
0.420, -0.3000, -14.8648
0.430, -0.3000, -14.7117
0.440, -0.3000, -14.6478
0.450, -0.3000, -14.5662
0.460, -0.3000, -14.4440
0.470, -0.3000, -14.3778
0.480, -0.3000, -14.3154
0.490, -0.3000, -14.1910
0.500, -0.3000, -14.0981
0.510, 0.9900, 24.3094
0.520, 0.9900, 16.1133
0.530, 0.9900, 14.1857
0.540, 0.9900, 13.2781
0.550, 0.9900, 12.6867
0.560, 0.9900, 12.3131
0.570, 0.9900, 12.1494
0.580, 0.9900, 12.0665
0.590, 0.9900, 12.0620
0.600, 0.9900, 12.0296
0.610, 0.9900, 12.0312
0.620, 0.9900, 11.9837
0.630, 0.9900, 11.8956
0.640, 0.9900, 11.8286
